Kanji,Kun,On,Arti,Kata 1,Kata 2,Kata 3,URL,Peringkat frekuensi
拾,ひろ.う,"シュウ, ジュウ","mengambil, mengumpulkan, temukan, berjalan kaki, sepuluh","拾う【ひろう】mengambil, mengumpulkan, mengambil (sesuatu yang dijatuhkan oleh seseorang), memilih, mendapatkan (secara tak terduga), ...",,,https://kanjikana.com/id/kanji/拾?jlpt=2,1479
幅,はば,フク,"gulungan gantung, lebar","大幅【おおはば】besar, drastis, kain lebar penuh (sekitar 72 cm lebar untuk pakaian tradisional Jepang; sekitar 140 cm lebar untuk pakaian Barat)","幅【はば】lebar, kebebasan (misalnya kebebasan berpikir), lintang, celah, perbedaan (misalnya dalam harga), ...",,https://kanjikana.com/id/kanji/幅?jlpt=2,641
寿,"ことぶき, ことぶ.く, ことほ.ぐ","ジュ, ス, シュウ","umur panjang, selamat, masa hidup alami seseorang","寿命【じゅみょう】rentang hidup, kehidupan, seumur hidup, umur, umur layanan, ...",,,https://kanjikana.com/id/kanji/寿?jlpt=2,1245
季,,キ,musim,"季節【きせつ】musim, waktu dalam tahun",,,https://kanjikana.com/id/kanji/季?jlpt=2,842
硬,かた.い,コウ,"kaku, keras","強硬【きょうこう】perusahaan, kuat, tegar, tegas, tanpa kompromi, ...","硬貨【こうか】koin, mata uang keras","硬い【かたい】keras, padat, kaku, ketat, kayu, ...",https://kanjikana.com/id/kanji/硬?jlpt=2,1101
湯,ゆ,トウ,"air panas, mandi, mata air panas",熱湯【ねっとう】air mendidih,"茶の湯【ちゃのゆ】upacara minum teh, upacara minum teh Jepang",湯気【ゆげ】uap,https://kanjikana.com/id/kanji/湯?jlpt=2,1356
粉,"デシメートル, こ, こな",フン,"tepung, bubuk, debu",花粉【かふん】serbuk sari,粉末【ふんまつ】bubuk halus,粉々【こなごな】dalam potongan-potongan sangat kecil,https://kanjikana.com/id/kanji/粉?jlpt=2,1484
枝,えだ,シ,"dahan, cabang, ranting, anggota badan, penghitung untuk cabang","枝【えだ】cabang, dahan, anggota badan, ranting, ranting kecil, ...",,,https://kanjikana.com/id/kanji/枝?jlpt=2,1401
溶,"と.ける, と.かす, と.く",ヨウ,"meleleh, larut, mencair",溶液【ようえき】larutan,溶岩【ようがん】lava,"溶け込む【とけこむ】meleleh menjadi, mencair menjadi, bergabung ke dalam, menyatu dengan (lingkungan), cocok, ...",https://kanjikana.com/id/kanji/溶?jlpt=2,1364
著,"あらわ.す, いちじる.しい","チョ, チャク","terkenal, menerbitkan, tulis, luar biasa, fenomenal, memakai, bos besar, kedatangan, menyelesaikan balapan, penghitung untuk setelan pakaian, karya sastra","著名【ちょめい】terkenal, dicatat, dirayakan","著しい【いちじるしい】menakjubkan, luar biasa, besar",著者【ちょしゃ】penulis,https://kanjikana.com/id/kanji/著?jlpt=2,849
筆,ふで,ヒツ,"kuas tulis, menulis, kuas cat, tulisan tangan",筆者【ひっしゃ】penulis,"筆記【ひっき】mencatat, menyalin","随筆【ずいひつ】esai, tulisan-tulisan beraneka ragam, catatan sastra",https://kanjikana.com/id/kanji/筆?jlpt=2,1132
翌,,ヨク,"berikut ini, berikutnya",,,,https://kanjikana.com/id/kanji/翌?jlpt=2,1070
傾,"かたむ.く, かたむ.ける, かたぶ.く, かた.げる, かし.げる",ケイ,"miring, tren, meredup, wastafel, reruntuhan, praduga","傾ける【かたむける】membungkuk, bersandar, memberi tip, miringkan, miring, ...","傾く【かたむく】cenderung pada, miring, terhuyung-huyung, cenderung untuk, menuju tren ke, ...","傾向【けいこう】kecenderungan, tren",https://kanjikana.com/id/kanji/傾?jlpt=2,938
浅,あさ.い,セン,"dangkal, permukaan, tak serius, hina, memalukan","浅い【あさい】dangkal, permukaan, ringan, tidur ringan, pucat, ...",,,https://kanjikana.com/id/kanji/浅?jlpt=2,1253
濃,こ.い,ノウ,"terkonsentrasi, tebal, gelap, murni","濃度【のうど】konsentrasi, kepadatan, kardinalitas","濃い【こい】dalam (warna), gelap, kuat, kental, padat, ...",,https://kanjikana.com/id/kanji/濃?jlpt=2,1200
召,め.す,ショウ,"menggoda, panggilan, kirim untuk, pakai, memakai, naik di, beli, makan, minum, menangkap (dingin)","召す【めす】memanggil, mengirimkan, mengundang, makan, minum, ...","召し上がる【めしあがる】makan, minum",,https://kanjikana.com/id/kanji/召?jlpt=2,1540
闇,"やみ, くら.い","アン, オン","menggelap, kesuraman, gangguan","闇【やみ】kegelapan, gelap, kebingungan, keputusasaan, tempat tersembunyi, ...",,,https://kanjikana.com/id/kanji/闇?jlpt=2,1969
憎,"にく.む, にく.い, にく.らしい, にく.しみ",ゾウ,"benci, membenci",愛憎【あいぞう】cinta dan benci,憎しみ【にくしみ】kebencian,憎む【にくむ】membenci,https://kanjikana.com/id/kanji/憎?jlpt=2,1808
湖,みずうみ,コ,danau,湖【みずうみ】danau,,,https://kanjikana.com/id/kanji/湖?jlpt=2,1344
拝,"おが.む, おろが.む",ハイ,"ibadah, mengagumi, berdoa kepada","崇拝【すうはい】ibadah, pengaguman, kekaguman, sekte","拝啓【はいけい】yang terhormat (si anu), yang terhormat, yang terhormat nyonya, kepada yang terhormat",拝借【はいしゃく】peminjaman,https://kanjikana.com/id/kanji/拝?jlpt=2,1443
炭,すみ,タン,"arang, batu bara",炭素【たんそ】karbon (C),"炭鉱【たんこう】tambang batubara, tambang batu bara, sumur tambang batu bara",石炭【せきたん】batu bara,https://kanjikana.com/id/kanji/炭?jlpt=2,1307
肌,はだ,キ,"tekstur, kulit, tubuh, butir","肌着【はだぎ】pakaian dalam, kemaja, singlet","肌【はだ】kulit, tubuh, permukaan, urat kayu, tekstur, ...",,https://kanjikana.com/id/kanji/肌?jlpt=2,1559
漁,あさ.る,"ギョ, リョウ","memancing, perikanan",漁船【ぎょせん】kapal pancing,漁村【ぎょそん】desa nelayan,"漁業【ぎょぎょう】industri perikanan, perikanan",https://kanjikana.com/id/kanji/漁?jlpt=2,1094
菓,,カ,"permen, kue-kue, buah","菓子【かし】permen dan kue, permen, kue","お菓子【おかし】permen, kue",,https://kanjikana.com/id/kanji/菓?jlpt=2,1719
汗,あせ,カン,"keringat, berkeringat","汗【あせ】keringat, kelembapan, kondensasi, teguk, aduh",,,https://kanjikana.com/id/kanji/汗?jlpt=2,1502
籍,,セキ,"mendaftar, buku register domisili, keanggotaan","国籍【こくせき】kebangsaan, kewarganegaraan, pendaftaran, bendera","書籍【しょせき】buku, publikasi",,https://kanjikana.com/id/kanji/籍?jlpt=2,907
貯,"た.める, たくわ.える",チョ,"tabungan, toko, berbaring di, tetap, kenakan kumis",貯蓄【ちょちく】tabungan,"貯金【ちょきん】menabung, tabungan, deposito, kelebihan kemenangan yang terakumulasi, kemenangan di bank",,https://kanjikana.com/id/kanji/貯?jlpt=2,1100
帽,"ずきん, おお.う","ボウ, モウ","tutup, perlengkapan kepala",帽子【ぼうし】topi,,,https://kanjikana.com/id/kanji/帽?jlpt=2,1742
郵,,ユウ,"surat, perhentian kereta kuda","郵送【ゆうそう】pengiriman surat, memposting","郵便【ゆうびん】layanan surat, layanan pos, surat, pos, urusan pos, ...",郵便局【ゆうびんきょく】kantor pos,https://kanjikana.com/id/kanji/郵?jlpt=2,917
柱,はしら,チュウ,"tiang, pos, silinder, dukungan","電柱【でんちゅう】tiang utilitas, tiang listrik, tiang telepon, tiang telegraf",,,https://kanjikana.com/id/kanji/柱?jlpt=2,1119
鋭,するど.い,エイ,"menunjuk, ketajaman, tepi, senjata, tajam, kekerasan","鋭い【するどい】tajam, menunjuk, akut, penusukan, mengiris (komentar, kritik, dll.), ...",,,https://kanjikana.com/id/kanji/鋭?jlpt=2,1395
磨,"みが.く, す.る",マ,"menggiling, polandia, menggosok, memperbaiki, sikat (gigi)","歯磨き【はみがき】menyikat gigi, menggosok gigi, pasta gigi, bedak gigi","磨く【みがく】mengilap, bersinar, mengilapkan, menggosok, menggosok (gigi), ...",,https://kanjikana.com/id/kanji/磨?jlpt=2,1608
麦,むぎ,バク,"jelai, gandum","蕎麦【そば】soba (fagopyrum esculentum), soba, mie soba Jepang, mie ala cina",小麦【こむぎ】gandum,,https://kanjikana.com/id/kanji/麦?jlpt=2,1615
灰,はい,カイ,"abu, jus asam, mengkremasi","灰色【はいいろ】abu-abu, abu-abu pucat",灰【はい】abu,灰皿【はいざら】asbak,https://kanjikana.com/id/kanji/灰?jlpt=2,1717
皿,さら,ベイ,"piring, membantu","皿【さら】piring, piring besar, cakram, melayani, membantu, ...",灰皿【はいざら】asbak,,https://kanjikana.com/id/kanji/皿?jlpt=2,1812
糸,いと,シ,benang,"毛糸【けいと】benang rajut, benang wol","糸【いと】benang, benang rajut, tali",,https://kanjikana.com/id/kanji/糸?jlpt=2,1488
斬,き.る,"ザン, サン, セン, ゼン","pemenggalan kepala, membunuh, pembunuhan","斬る【きる】membunuh (manusia) menggunakan pisau (pedang, parang, pisau, dll), memotong",,,https://kanjikana.com/id/kanji/斬?jlpt=2,2132
兆,"きざ.す, きざ.し",チョウ,"pertanda, sepuluh pangkat dua belas, triliun, tanda, gejala","兆し【きざし】tanda, indikasi, pertanda, gejala",,,https://kanjikana.com/id/kanji/兆?jlpt=2,1174
軟,"やわ.らか, やわ.らかい",ナン,lembut,"柔軟【じゅうなん】fleksibel, lincah, lembut, lentur",,,https://kanjikana.com/id/kanji/軟?jlpt=2,1269
灯,"ひ, ほ-, ともしび, とも.す, あかり",トウ,"lampu, sebuah lampu, cahaya, penghitung untuk lampu","灯油【とうゆ】kerosin, parafin, minyak lampu","灯台【とうだい】mercusuar, lampu interior kuno yang terdiri dari tiang kayu dengan mangkuk berisi minyak dan sumbu di atasnya","蛍光灯【けいこうとう】lampu fluorescent, lampu neon, orang yang lambat bereaksi, seseorang yang lambat dalam memahami",https://kanjikana.com/id/kanji/灯?jlpt=2,1605
鉱,あらがね,コウ,"mineral, bijih",鉱業【こうぎょう】industri pertambangan,鉱山【こうざん】tambang,"炭鉱【たんこう】tambang batubara, tambang batu bara, sumur tambang batu bara",https://kanjikana.com/id/kanji/鉱?jlpt=2,1376
脂,あぶら,シ,"gemuk, lemak hewan, lemak babi, rosin, permen karet, damar","脂肪【しぼう】gemuk, lemak paus, lemak babi, lemak sapi","脂【あぶら】gemuk, lemak hewan, lemak babi",,https://kanjikana.com/id/kanji/脂?jlpt=2,1548
瓶,"かめ, へい",ビン,"botol, botol kecil, toples, kendi, pajak pertambahan nilai, urna","瓶【びん】botol, toples, dekanter, kendi, botol kecil",花瓶【かびん】vas bunga,,https://kanjikana.com/id/kanji/瓶?jlpt=2,1528
詞,ことば,シ,"bagian ucapan, kata-kata, puisi","助詞【じょし】partikel, kata bantu dalam tata bahasa Jepang yang berfungsi sebagai pelengkap untuk kata utama","代名詞【だいめいし】kata ganti, sinonim, contoh klasik, pola, kata kunci, ...","形容詞【けいようし】kata sifat, i-sifat (dalam bahasa Jepang)",https://kanjikana.com/id/kanji/詞?jlpt=2,1636
刊,,カン,"menerbitkan, ukir, mengukir","創刊【そうかん】pendirian, memulai, peluncuran, publikasi pertama","刊行【かんこう】publikasi, masalah",夕刊【ゆうかん】koran sore,https://kanjikana.com/id/kanji/刊?jlpt=2,855
塔,,トウ,"pagoda, menara, menara gereja","塔【とう】menara, menara gereja, stupa, pagoda",,,https://kanjikana.com/id/kanji/塔?jlpt=2,1708
濯,"すす.ぐ, ゆす.ぐ",タク,"binatu, cuci, tuangkan di atas, bilas","洗濯【せんたく】mencuci, cucian, santai, mengambil jeda",,,https://kanjikana.com/id/kanji/濯?jlpt=2,1698
缶,かま,カン,"kaleng timah, kontainer, radikal tempayan (no. 121)","缶【かん】dapat, timah, makanan kaleng",,,https://kanjikana.com/id/kanji/缶?jlpt=2,1543
蒸,"む.す, む.れる, む.らす","ジョウ, セイ","uap, panas, lembab dan panas, menghasut, menjadi apek","蒸気【じょうき】uap, perahu uap, lokomotif uap","水蒸気【すいじょうき】uap air, uap","蒸す【むす】mengukus, panas dan lembap, menjadi penggoda",https://kanjikana.com/id/kanji/蒸?jlpt=2,1552
胃,,イ,"perut, perut, tanaman, menggerayangi","胃【い】perut, konstelasi ""perut"" tionghoa (salah satu dari 28 mansion)",,,https://kanjikana.com/id/kanji/胃?jlpt=2,1647
喫,の.む,キツ,"mengonsumsi, makan, minum, asap, menerima (pukulan)","喫茶【きっさ】minum teh, rumah teh, ruang teh, ruang kopi, kedai kopi, ...","喫茶店【きっさてん】kedai kopi, ruang teh, ruang kopi, kafe",,https://kanjikana.com/id/kanji/喫?jlpt=2,1347
粒,つぶ,リュウ,"biji-bijian, jatuhkan, penghitung partikel kecil","粒【つぶ】butir, manik-manik, jatuhkan, penghitung untuk objek bulat kecil termasuk biji-bijian, biji, pil, tetes",,,https://kanjikana.com/id/kanji/粒?jlpt=2,1635
涼,"すず.しい, すず.む, すず.やか, うす.い, ひや.す, まことに",リョウ,"menyegarkan, bagus dan sejuk","涼しい【すずしい】keren, menyegarkan, jernih (misalnya mata), terang, bersih, ...",,,https://kanjikana.com/id/kanji/涼?jlpt=2,1783
机,つくえ,キ,"meja kerja, meja",机【つくえ】meja kerja,,,https://kanjikana.com/id/kanji/机?jlpt=2,1671
鈍,"にぶ.い, にぶ.る, にぶ-, なま.る, なまく.ら",ドン,"tumpul, lambat, bodoh","鈍感【どんかん】tebal kepala, tidak peka, membosankan, tebal kulit","鈍る【にぶる】menjadi tumpul, menjadi kurang mampu, melemahkan, goyah","鈍い【にぶい】tumpul, tebal kepala, bodoh, tumpul (suara, warna, dll.), redup (cahaya), ...",https://kanjikana.com/id/kanji/鈍?jlpt=2,1574
軒,のき,ケン,"datar, penghitung rumah, gawang","軒並み【のきなみ】deretan rumah, setiap rumah, setiap pintu, semua, sepenuhnya, ...","軒【のき】gawang, lorong sempit yang mengelilingi inti bangunan kuil","軒【けん】rumah, nama pena, nama panggung, dll.",https://kanjikana.com/id/kanji/軒?jlpt=2,1416
零,"ぜろ, こぼ.す, こぼ.れる",レイ,"nol, tumpahkan, meluap, tidak ada, sandik","零点【れいてん】nol, tanpa tanda, nol (dari sebuah fungsi), akar, nol derajat (Celsius), ...",零【れい】nol,,https://kanjikana.com/id/kanji/零?jlpt=2,1217
湿,"しめ.る, しめ.す, うるお.う, うるお.す","シツ, シュウ","lembap, basah, lembab",湿気【しっけ】kelembapan,"湿る【しめる】menjadi lembap, menjadi basah, kekurangan energi, sedang lesu, merasa murung, ...",,https://kanjikana.com/id/kanji/湿?jlpt=2,1517
貿,,ボウ,"perdagangan, pertukaran","貿易【ぼうえき】perdagangan (asing), perdagangan internasional, impor dan ekspor",,,https://kanjikana.com/id/kanji/貿?jlpt=2,652
貝,かい,バイ,kerang,"貝殻【かいがら】cangkang laut, cangkang","貝【かい】kerang, kerang laut, cangkang",,https://kanjikana.com/id/kanji/貝?jlpt=2,1787
挟,"はさ.む, はさ.まる, わきばさ.む, さしはさ.む","キョウ, ショウ","jepit, antara","挟む【はさむ】memegang di antara (misalnya antara jari, sumpit), memegang (dari kedua sisi), memasukkan di antara, menyelipkan di antara, memasukkan, ...","挟まる【はさまる】untuk berpindah antara, terperangkap dalam",,https://kanjikana.com/id/kanji/挟?jlpt=2,1870
筒,つつ,トウ,"silinder, pipa, tabung, laras senapan, lengan","筒【つつ】pipa, tabung, silinder, laras senapan, senjata api, ...","水筒【すいとう】kantin, labu, botol air, termos",封筒【ふうとう】amplop,https://kanjikana.com/id/kanji/筒?jlpt=2,1631
隅,すみ,グウ,"sudut, pojok","隅【すみ】sudut, pojok, istirahat, kanan depan (pada panggung noh)",,,https://kanjikana.com/id/kanji/隅?jlpt=2,1601
冊,ふみ,"サツ, サク","jilid, penghitung untuk buku, volume","冊【さつ】penghitung buku, volume",,,https://kanjikana.com/id/kanji/冊?jlpt=2,1313
郊,,コウ,"pinggiran, pinggiran kota, daerah pedesaan","近郊【きんこう】pinggiran, sekitarnya (dari sebuah kota), daerah sekitarnya, lingkungan","郊外【こうがい】pinggiran kota, kawasan perumahan di pinggiran kota, sabuk komuter",,https://kanjikana.com/id/kanji/郊?jlpt=2,1304
刷,"す.る, -ず.り, -ずり, は.く",サツ,"percetakan, cetak, sikat",刷り【すり】percetakan,"刷る【する】mencetak, mewarnai atau memola kain menggunakan cetakan kayu",印刷【いんさつ】percetakan,https://kanjikana.com/id/kanji/刷?jlpt=2,1352
脇,"わき, わけ",キョウ,"ketiak, cara lain, tempat lain, sisi, peran pendukung","脇【わき】ketiak, di bawah lengan seseorang, sisi, di samping, dekat dengan, ...",,,https://kanjikana.com/id/kanji/脇?jlpt=2,1806
銅,あかがね,ドウ,tembaga,"銅【どう】tembaga (Cu), perunggu",,,https://kanjikana.com/id/kanji/銅?jlpt=2,1505
綿,わた,メン,kapas,"綿【わた】tanaman kapas (Gossypium spp.), memukul bola, kapas, bantalan","木綿【もめん】katun, pohon kapas merah (Bombax ceiba)",,https://kanjikana.com/id/kanji/綿?jlpt=2,1495
膚,はだ,フ,"kulit, tubuh, butir, tekstur, disposisi",,,,https://kanjikana.com/id/kanji/膚?jlpt=2,1679
滴,"しずく, したた.る",テキ,"tetesan, jatuhkan","滴【しずく】tetes, tetesan","水滴【すいてき】tetes air, wadah untuk mengisi ulang air tinta",,https://kanjikana.com/id/kanji/滴?jlpt=2,2019
隻,,セキ,"kapal, penghitung kapal, ikan, burung-burung, panah, salah satu dari sepasang",,,,https://kanjikana.com/id/kanji/隻?jlpt=2,1546
符,,フ,"token, tanda, menghitung, pesona","符号【ふごう】tanda, simbol, kode, tanda (misalnya positif, negatif)",切符【きっぷ】tiket,,https://kanjikana.com/id/kanji/符?jlpt=2,1798
伺,うかが.う,シ,"menghormati, kunjungan, tanya, menanyakan, pertanyaan, memohon","伺う【うかがう】mengunjungi seseorang, mampir di suatu tempat, mengunjungi, menunggu seseorang, bertanya, ...",,,https://kanjikana.com/id/kanji/伺?jlpt=2,2209
沸,"わ.く, わ.かす",フツ,"mendidih, fermentasi, keributan, membudidayakan","沸騰【ふっとう】mendidih, memanas, kegembiraan, kegelisahan, fermentasi, ...","沸かす【わかす】merebus, memanaskan, menggairahkan, melebur (logam)",,https://kanjikana.com/id/kanji/沸?jlpt=2,1709
畜,,チク,"ternak, unggas dan hewan domestik","畜産【ちくさん】peternakan, industri peternakan","家畜【かちく】hewan domestik, ternak, sapi","牧畜【ぼくちく】peternakan, pembibitan ternak",https://kanjikana.com/id/kanji/畜?jlpt=2,1824
舟,"ふね, ふな-, -ぶね",シュウ,"perahu, kapal",,,,https://kanjikana.com/id/kanji/舟?jlpt=2,1786
枯,"か.れる, か.らす",コ,"layu, mati, mengering, diberi bumbu","枯れる【かれる】layu, diledakkan, mati, matang",,,https://kanjikana.com/id/kanji/枯?jlpt=2,1749
姓,,"セイ, ショウ",nama belakang,"姓名【せいめい】nama lengkap, nama keluarga dan nama pemberian","姓【せい】nama belakang, nama keluarga, gelar turun-temurun (digunakan di Jepang kuno untuk menunjukkan peringkat dan kedudukan politik)",,https://kanjikana.com/id/kanji/姓?jlpt=2,1628
畳,"たた.む, たたみ, かさ.なる","ジョウ, チョウ","tikar tatami, penghitung tatami, lipat, diam, hapuskan","畳【たたみ】tikar tatami, penutup lantai jerami Jepang",,,https://kanjikana.com/id/kanji/畳?jlpt=2,1665
燥,はしゃ.ぐ,ソウ,"mengeringkan, mengering","乾燥【かんそう】kekeringan, mengeringkan (misalnya pakaian), dehidrasi, pengeringan, keseganan",,,https://kanjikana.com/id/kanji/燥?jlpt=2,1819
耕,たがや.す,コウ,"sampai, bajak, mengolah","耕作【こうさく】budidaya, pertanian","農耕【のうこう】pertanian, budidaya","耕地【こうち】lahan pertanian, perkebunan, pertanian, perkebunan besar",https://kanjikana.com/id/kanji/耕?jlpt=2,1568
膝,ひざ,シツ,"lutut, lap","膝【ひざ】lutut, pelukan, lutut dan paha (saat duduk)",,,https://kanjikana.com/id/kanji/膝?jlpt=2,2320
曇,くも.る,ドン,"cuaca berawan, mendung","曇り【くもり】kekeruhan, cuaca berawan, embun, awan, kabur, ...","曇る【くもる】mendung, menjadi mendung, memburamkan, mengembun, menjadi redup, ...",,https://kanjikana.com/id/kanji/曇?jlpt=2,1899
肯,がえんじ.る,コウ,"perjanjian, persetujuan, patuhi","肯定【こうてい】pengesahan, positif",,,https://kanjikana.com/id/kanji/肯?jlpt=2,1813
