Kanji,Kun,On,Arti,Kata 1,Kata 2,Kata 3,URL,Peringkat frekuensi
静,"しず-, しず.か, しず.まる, しず.める","セイ, ジョウ",tenang,"静か【しずか】tenang, diam, lambat, tidak terburu-buru, damai",,,https://kanjikana.com/id/kanji/静?jlpt=3,764
娘,"むすめ, こ",ジョウ,"putri, gadis","娘【むすめ】putri, gadis",,,https://kanjikana.com/id/kanji/娘?jlpt=3,1145
識,"し.る, しる.す",シキ,"membedakan, tahu, tulis","意識【いしき】kesadaran, menjadi sadar, indera, mano-vijnana (kesadaran mental, pengenal informasi sensoris)","知識【ちしき】pengetahuan, informasi","常識【じょうしき】akal sehat, pengetahuan umum, praktik umum, praktik yang diterima, etiket sosial",https://kanjikana.com/id/kanji/識?jlpt=3,496
熱,あつ.い,ネツ,"panas, suhu, demam, mania, gairah","加熱【かねつ】pemanasan, penerapan panas","熱する【ねっする】memanaskan, bersemangat, menjadi marah",熱帯【ねったい】tropis,https://kanjikana.com/id/kanji/熱?jlpt=3,700
皆,"みな, みんな",カイ,"semua, segalanya","皆さん【みなさん】semua, semua orang",,,https://kanjikana.com/id/kanji/皆?jlpt=3,1267
処,"ところ, -こ, お.る",ショ,"membuang, mengelola, berurusan dengan, kalimat, mengutuk, bertindak, berperilaku, tempat","処理【しょり】pengolahan, berurusan dengan, perawatan, sikap, pembuangan","何処【どこ】di mana, tempat apa, berapa (lama, jauh), sejauh mana",,https://kanjikana.com/id/kanji/処?jlpt=3,547
遊,"あそ.ぶ, あそ.ばす","ユウ, ユ",bermain,遊園地【ゆうえんち】taman hiburan,"遊び【あそび】bermain, permainan, kesenangan, hiburan, hobi, ...","遊ぶ【あそぶ】bermain, menikmati diri sendiri, bersenang-senang, berfoya-foya (dengan alkohol, judi, perselingkuhan, dll.), menganggur, ...",https://kanjikana.com/id/kanji/遊?jlpt=3,941
除,"のぞ.く, -よ.け","ジョ, ジ","mengeluarkan, pembagian (x/3), menghapus, menghapuskan, membatalkan, kecuali","削除【さくじょ】penghapusan, eliminasi, mogok","除く【のぞく】menghapus, menghilangkan, memberantas, mengecualikan","掃除【そうじ】pembersihan, menyapu, membersihkan debu, menggosok",https://kanjikana.com/id/kanji/除?jlpt=3,594
寄,"よ.る, -よ.り, よ.せる",キ,"mendekat, berhenti di, mendekatkan, mengumpulkan, kirim, ke depan","近寄る【ちかよる】mendekati, mendekat","寄せる【よせる】mendekat, membiarkan seseorang mendekat, mendekatkan, mengumpulkan, menyampaikan, ...","寄付【きふ】kontribusi, donasi",https://kanjikana.com/id/kanji/寄?jlpt=3,673
末,"すえ, うら, うれ","マツ, バツ","akhir, dekat, uang tip, bubuk, keturunan",月末【げつまつ】akhir bulan,末っ子【すえっこ】anak bungsu,"粗末【そまつ】kasar, polos, rendah hati, kusam, kualitas rendah",https://kanjikana.com/id/kanji/末?jlpt=3,456
喜,"よろこ.ぶ, よろこ.ばす",キ,"bersukacita, menikmati","喜び【よろこび】kegembiraan, kesenangan, kebahagiaan, kenikmatan, kepuasan, ...","喜ぶ【よろこぶ】senang sekali, senang, memberi selamat, menerima dengan bersyukur",,https://kanjikana.com/id/kanji/喜?jlpt=3,769
岡,おか,コウ,"gunung, bukit, bukit kecil",,,,https://kanjikana.com/id/kanji/岡?jlpt=3,463
精,"しら.げる, くわ.しい","セイ, ショウ","halus, hantu, peri, energi, vitalitas, semen, keunggulan, kesucian, keterampilan","精神【せいしん】pikiran, semangat, jiwa, jantung, etos, ...",,,https://kanjikana.com/id/kanji/精?jlpt=3,752
類,たぐ.い,ルイ,"mengurutkan, baik hati, variasi, kelas, genus","親類【しんるい】kerabat, hubungan","分類【ぶんるい】klasifikasi, kategorisasi, pengurutan","書類【しょるい】dokumen, kertas-kertas",https://kanjikana.com/id/kanji/類?jlpt=3,678
登,"のぼ.る, あ.がる","トウ, ト, ドウ, ショウ, チョウ","naik, mendaki","登場【とうじょう】masuk (ke panggung), penampilan (di layar), pintu masuk, pengenalan (ke pasar)","登山【とざん】pendakian gunung, mendaki gunung, pendakian",,https://kanjikana.com/id/kanji/登?jlpt=3,566
似,"に.る, ひ.る",ジ,"menjadi, menyerupai, palsu, meniru, sesuai","似合う【にあう】untuk cocok, cocok, menjadi, menjadi seperti","真似【まね】meniru, menyalin, peniruan, perilaku, aksi, ...","似る【にる】menyerupai, terlihat seperti, menjadi seperti, sama, meniru",https://kanjikana.com/id/kanji/似?jlpt=3,923
具,"そな.える, つぶさ.に",グ,"alat, peralatan, berarti, memiliki, bahan-bahan, penghitung untuk baju zirah, setelan, set perabotan","器具【きぐ】peralatan, melaksanakan, alat, instrumen, perangkat","絵の具【えのぐ】cat, bahan pewarna, warna-warna",文房具【ぶんぼうぐ】alat tulis,https://kanjikana.com/id/kanji/具?jlpt=3,629
迎,むか.える,ゲイ,"selamat datang, bertemu, sapa","出迎える【でむかえる】bertemu, menyapa","出迎え【でむかえ】pertemuan, resepsi","歓迎【かんげい】selamat datang, resepsi",https://kanjikana.com/id/kanji/迎?jlpt=3,625
押,"お.す, お.し-, お.っ-, お.さえる, おさ.える",オウ,"dorong, berhenti, periksa, tundukkan, melampirkan, merebut, berat, mendorong, pers, segel, lakukan meskipun","押さえる【おさえる】menetapkan, menahan, menekan ke bawah, menahan di tempat, tetap stabil, ...","押す【おす】mendorong, menekan, memberikan tekanan dari atas, menekan ke bawah, mencap, ...",,https://kanjikana.com/id/kanji/押?jlpt=3,789
路,"-じ, みち","ロ, ル","jalan, rute, jarak","針路【しんろ】kursus, arah","通路【つうろ】lewat, jalur, jalan raya, avenue, lorong","線路【せんろ】jalur kereta api, rel kereta api, kereta api, lintasan, garis",https://kanjikana.com/id/kanji/路?jlpt=3,529
居,"い.る, -い, お.る","キョ, コ","tinggal, menjadi, ada, hidup dengan","芝居【しばい】bermain, drama","居眠り【いねむり】mengangguk (saat duduk), tertidur","居る【おる】ada, menjadi, sedang, berani melakukan",https://kanjikana.com/id/kanji/居?jlpt=3,836
怖,"こわ.い, こわ.がる, お.じる, おそ.れる","フ, ホ","mengerikan, takut","恐怖【きょうふ】ketakutan, kekecewaan, teror, horor, takut, ...","怖い【こわい】menakutkan, menghantui, mengerikan",,https://kanjikana.com/id/kanji/怖?jlpt=3,1325
閉,"と.じる, と.ざす, し.める, し.まる, た.てる",ヘイ,"tertutup, tutup",閉会【へいかい】penutupan,閉じる【とじる】menutup,閉める【しめる】menutup,https://kanjikana.com/id/kanji/閉?jlpt=3,951
余,"あま.る, あま.り, あま.す, あんま.り",ヨ,"terlalu banyak, diri sendiri, kelebihan, lain, sisa","余計【よけい】tambahan, lebih, terlalu banyak, berlebihan, cadangan, ...","余る【あまる】tetap berada, tersisa, berlebihan, terlalu banyak","余分【よぶん】tambahan, kelebihan",https://kanjikana.com/id/kanji/余?jlpt=3,680
困,こま.る,コン,"kebimbangan, menjadi cemas, terganggu","困難【こんなん】kesulitan, masalah, ketidakmungkinan, ketidakmampuan","困る【こまる】merasa terganggu, mengalami kesulitan, berada dalam kesulitan, bimbang, bingung, ...",,https://kanjikana.com/id/kanji/困?jlpt=3,843
値,"ね, あたい",チ,"harga, biaya, nilai","価値【かち】nilai, jasa","値【あたい】harga, biaya, nilai, jasa","値段【ねだん】harga, biaya",https://kanjikana.com/id/kanji/値?jlpt=3,518
曲,"ま.がる, ま.げる, くま",キョク,"membengkokkan, musik, melodi, komposisi, kesenangan, ketidakadilan, kesalahan, kurva, bengkok, menyimpang, kurus",曲線【きょくせん】kurva,"曲げる【まげる】membengkokkan, menipu, membungkuk, melengkung, melengkungkan, ...","作曲【さっきょく】komposisi (musik), pengaturan, menulis musik",https://kanjikana.com/id/kanji/曲?jlpt=3,810
亡,"な.い, な.き-, ほろ.びる, ほろ.ぶ, ほろ.ぼす","ボウ, モウ","meninggal, yang almarhum, mati, binasa","亡くなる【なくなる】mati, meninggal",,,https://kanjikana.com/id/kanji/亡?jlpt=3,661
悲,"かな.しい, かな.しむ",ヒ,"berduka, sedih, mengutuk, penyesalan","悲しむ【かなしむ】sedih, berduka untuk, menyesal","悲劇【ひげき】tragedi, drama tragis, bencana","悲しい【かなしい】sedih, sengsara, tidak bahagia, menyedihkan, parah",https://kanjikana.com/id/kanji/悲?jlpt=3,1014
怒,"いか.る, おこ.る","ド, ヌ","marah, tersinggung",怒鳴る【どなる】berteriak,"怒る【おこる】marah, memarahi seseorang, mencela, berbentuk sudut, berbentuk persegi",,https://kanjikana.com/id/kanji/怒?jlpt=3,1221
非,あら.ず,ヒ,"tidak-, kesalahan, negatif, ketidakadilan, non-","是非【ぜひ】tentu saja, tanpa gagal, benar dan salah, kelebihan dan kekurangan","非常【ひじょう】darurat, ekstrem, hebat, luar biasa, tidak biasa, ...",非常に【ひじょうに】sangat,https://kanjikana.com/id/kanji/非?jlpt=3,472
俺,"おれ, われ",エン,"saya, diri sendiri",,,,https://kanjikana.com/id/kanji/俺?jlpt=3,13
酒,"さけ, さか-",シュ,"sake, alkohol","酒場【さかば】bar, pub, kedai minum","酒【さけ】alkohol, arak beras",,https://kanjikana.com/id/kanji/酒?jlpt=3,1006
盗,"ぬす.む, ぬす.み",トウ,"mencuri, merampok","盗難【とうなん】pencurian, perampokan","強盗【ごうとう】perampok, penodong, perampokan, pencurian","盗む【ぬすむ】mencuri, menjiplak, mencuri (teknik, ide, dll.), menonton dan belajar, melakukan secara diam-diam, ...",https://kanjikana.com/id/kanji/盗?jlpt=3,1051
商,あきな.う,ショウ,"membuat kesepakatan, menjual, berurusan dalam, pedagang",商社【しょうしゃ】perusahaan dagang,"商業【しょうぎょう】perdagangan, bisnis","商店【しょうてん】toko, toko kecil, bisnis, teguh",https://kanjikana.com/id/kanji/商?jlpt=3,413
誰,"だれ, たれ, た",スイ,"siapa, seseorang",誰【だれ】siapa,誰か【だれか】seseorang,,https://kanjikana.com/id/kanji/誰?jlpt=3,1933
越,"こ.す, -こ.す, -ご.し, こ.える, -ご.え","エツ, オツ","melampaui, berpindah, pindah ke, melebihi, vietnam","追い越す【おいこす】menyalip, mendahului, melebihi, mengungguli, melampaui","引っ越し【ひっこし】pindahan (tempat tinggal, kantor, dll.), pindah tempat tinggal","越える【こえる】menyeberang, melewati, melebihi, melampaui, lebih (dari)",https://kanjikana.com/id/kanji/越?jlpt=3,897
宅,,タク,"rumah, tempat tinggal, rumah kami, suami saya","宅【たく】rumah, rumah seseorang, suami seseorang","帰宅【きたく】kembali ke rumah, pulang ke rumah, sampai di rumah","住宅【じゅうたく】tempat tinggal, perumahan, gedung tempat tinggal",https://kanjikana.com/id/kanji/宅?jlpt=3,357
横,よこ,オウ,"mendatar, samping, horizontal, lebar, gonggongan, tidak masuk akal, menyimpang","横断【おうだん】penyeberangan, memotong (misalnya sungai yang membelah kota), memotong melintasi, berpotongan (misalnya jalur kereta api), menyeberang (timur-barat), ...","横切る【よこぎる】menyeberang, melintasi","横【よこ】horizontal (sebagai lawan dari vertikal), berbaring, samping ke samping (berlawanan dengan depan ke belakang), lebar, sisi, ...",https://kanjikana.com/id/kanji/横?jlpt=3,480
昔,むかし,"セキ, シャク","pada suatu waktu, antik, zaman dulu","昔【むかし】zaman dahulu, mantan",,,https://kanjikana.com/id/kanji/昔?jlpt=3,1197
鳴,"な.く, な.る, な.らす",メイ,"berkicau, menangis, menggonggong, suara, cincin, gema, bunyi klakson","鳴らす【ならす】berdering, berbunyi, berdentang, mengalahkan, mengendus, ...",怒鳴る【どなる】berteriak,"鳴る【なる】berbunyi, berdering, bergema, mengaum, bergemuruh",https://kanjikana.com/id/kanji/鳴?jlpt=3,1279
費,"つい.やす, つい.える",ヒ,"biaya, menghabiskan, mengonsumsi, sampah",費用【ひよう】biaya,"消費【しょうひ】konsumsi, pengeluaran",,https://kanjikana.com/id/kanji/費?jlpt=3,321
婦,よめ,フ,"wanita, istri, pengantin wanita","夫婦【ふうふ】pasangan menikah, suami dan istri","主婦【しゅふ】ibu rumah tangga, nyonya rumah","婦人【ふじん】wanita, wanita dewasa",https://kanjikana.com/id/kanji/婦?jlpt=3,671
背,"せ, せい, そむ.く, そむ.ける",ハイ,"postur, tinggi, belakang, di belakang, mendurhaka, mendefi, kembali lagi, pemberontak","背負う【せおう】membawa di punggung, dibebani dengan, bertanggung jawab atas, memiliki (sesuatu) di latar belakang, berada di depan, ...","背【せい】tinggi, postur",背中【せなか】punggung,https://kanjikana.com/id/kanji/背?jlpt=3,696
舞,"ま.う, -ま.う, まい",ブ,"tari, berpindah dengan cepat, lingkaran, roda","見舞う【みまう】mengunjungi dan menghibur atau menghibur, mengunjungi, menanyakan kabar (misalnya, kesehatan seseorang), menanyakan kabar, menyerang, ...","舞台【ぶたい】panggung, pertunjukan, latar cerita, pemandangan, bidang (aktivitas), ...","見舞い【みまい】mengunjungi orang sakit atau yang sedang kesusahan, menulis surat untuk mendoakan kesembuhan, hadiah untuk kesembuhan, surat ucapan lekas sembuh, ungkapan simpati, ...",https://kanjikana.com/id/kanji/舞?jlpt=3,655
絵,,"カイ, エ","gambar, menggambar, lukisan, sketsa","絵の具【えのぐ】cat, bahan pewarna, warna-warna","絵画【かいが】lukisan, gambar","絵【え】gambar, menggambar, lukisan, sketsa, gambar (TV, film, dll.), ...",https://kanjikana.com/id/kanji/絵?jlpt=3,895
規,,キ,"standar, ukur","規律【きりつ】pesan, pengamatan, disiplin, aturan, hukum, ...","不規則【ふきそく】ketidakteraturan, ketidakstabilan, berantakan",定規【じょうぎ】penggaris,https://kanjikana.com/id/kanji/規?jlpt=3,349
吸,す.う,キュウ,"menghisap, menyerap, menghirup, menyeruput","呼吸【こきゅう】pernapasan, keahlian, tipu, rahasia (cara melakukan sesuatu), keselarasan, ...","吸収【きゅうしゅう】penyerapan, sedotan, daya tarik","吸う【すう】merokok, menghirup udara, menghirup, menghisap, menyesap, ...",https://kanjikana.com/id/kanji/吸?jlpt=3,1054
因,"よ.る, ちな.む",イン,"penyebab, faktor, berkaitan dengan, bergantung pada, dibatasi pada","原因【げんいん】penyebab, asal, sumber",,,https://kanjikana.com/id/kanji/因?jlpt=3,636
散,"ち.る, ち.らす, -ち.らす, ち.らかす, ち.らかる, ち.らばる, ばら, ばら.ける",サン,"berhamburan, membubarkan, menghabiskan, membuang-buang","散る【ちる】gugur, menyebar, tersebar, menghilang, melarutkan, ...","解散【かいさん】membubarkan (pertemuan, perkumpulan, dll.), pembubaran (misalnya, dari sebuah kerumunan), pembubaran (perusahaan, organisasi, dll.), likuidasi, pembubaran, ...","散らす【ちらす】menyebarkan, menyebabkan hujan, berkembang, mendistribusikan, menyebar, ...",https://kanjikana.com/id/kanji/散?jlpt=3,758
福,,フク,"berkat, keberuntungan, kekayaan","幸福【こうふく】kebahagiaan, kesejahteraan, kegembiraan",,,https://kanjikana.com/id/kanji/福?jlpt=3,467
留,"と.める, と.まる, とど.める, とど.まる, るうぶる","リュウ, ル","tahan, mengencangkan, berhenti","書留【かきとめ】surat terdaftar, pos terdaftar, pendaftaran (surat), merekam, menulis, ...","留守番【るすばん】pengasuhan, penjagaan rumah, menjaga rumah, tinggal di rumah, pengasuh, ...","停留所【ていりゅうじょ】berhenti, stasiun, tempat berhenti",https://kanjikana.com/id/kanji/留?jlpt=3,731
訪,"おとず.れる, たず.ねる, と.う",ホウ,"memanggil, kunjungan, mencari, menawarkan simpati","訪問【ほうもん】panggilan, kunjungan",訪ねる【たずねる】mengunjungi,,https://kanjikana.com/id/kanji/訪?jlpt=3,372
程,"ほど, -ほど",テイ,"luas, gelar, hukum, rumus, jarak, batas-batas, jumlah","日程【にってい】jadwal, program, agenda","課程【かてい】kursus, kurikulum","方程式【ほうていしき】persamaan, rumus, metode untuk memecahkan masalah, cara yang ditetapkan untuk mencapai hasil tertentu",https://kanjikana.com/id/kanji/程?jlpt=3,514
辞,"や.める, いな.む",ジ,"mengundurkan diri, kata, istilah, ekspresi","お辞儀【おじぎ】busur, membungkuk","辞める【やめる】mengundurkan diri, pensiun, berhenti","辞典【じてん】kamus, leksikon",https://kanjikana.com/id/kanji/辞?jlpt=3,633
宿,"やど, やど.る, やど.す",シュク,"penginapan, stasiun relay, tinggal, pondok, hamil, rumah, tempat tinggal","宿【やど】penginapan, hotel, rumah, tempat tinggal, rumah orang tua (atau penjamin, dll.) pelayan","宿泊【しゅくはく】akomodasi, penginapan","下宿【げしゅく】naik pesawat, penginapan, penginapan dan makan, rumah kos, rumah penginapan",https://kanjikana.com/id/kanji/宿?jlpt=3,701
迷,まよ.う,メイ,"tersesat, bingung, dalam keraguan, hilang, kesalahan, ilusi","迷信【めいしん】takhayul, kepercayaan takhayul","迷惑【めいわく】masalah, ganggu, gangguan, ketidaknyamanan, diganggu (oleh), ...","迷子【まいご】anak hilang, orang yang hilang, anak terlantar",https://kanjikana.com/id/kanji/迷?jlpt=3,942
浮,"う.く, う.かれる, う.かぶ, う.かべる",フ,"mengambang, mengapung, naik ke permukaan","浮かぶ【うかぶ】mengapung, ditangguhkan, muncul ke permukaan, muncul, mengintai, ...","浮かべる【うかべる】mengapung, mengapungkan, meluncurkan, terlihat di wajah seseorang (senyum, kesedihan, dll.), mengingat kembali, ...","浮く【うく】mengapung, menjadi riang, ceria, menjadi longgar, menjadi goyah, ...",https://kanjikana.com/id/kanji/浮?jlpt=3,776
雪,ゆき,セツ,salju,吹雪【ふぶき】badai salju,"雪【ゆき】salju, curahan salju",,https://kanjikana.com/id/kanji/雪?jlpt=3,1131
暮,"く.れる, く.らす",ボ,"malam, senja, akhir musim, penghidupan, menghidupi diri, menghabiskan waktu","暮らす【くらす】hidup, rungokake, menghabiskan (waktu)","暮らし【くらし】cara hidup, hidup, penghidupan, keadaan hidup","暮れ【くれ】matahari terbenam, senja, akhir, dekat, akhir tahun",https://kanjikana.com/id/kanji/暮?jlpt=3,978
腹,はら,フク,perut,"腹【はら】perut, rahim, pikiran seseorang, niat sebenarnya seseorang, motif sejati seseorang, ...",お腹【おなか】perut,,https://kanjikana.com/id/kanji/腹?jlpt=3,1286
庭,にわ,テイ,"halaman, taman","庭【にわ】taman, halaman, bidang (aksi), wilayah","家庭【かてい】rumah, rumah tangga, keluarga, perapian",,https://kanjikana.com/id/kanji/庭?jlpt=3,816
適,かな.う,テキ,"cocok, sesekali, langka, berkualifikasi, mampu","適用【てきよう】menerapkan (mis. sebuah teknologi), adopsi","適度【てきど】sedang, tepat (jumlah), cocok","適する【てきする】cocok, menyesuaikan",https://kanjikana.com/id/kanji/適?jlpt=3,670
抱,"だ.く, いだ.く, かか.える",ホウ,"pelukan, menggendong","抱える【かかえる】memeluk, menggendong, membawa di bawah lengan, memegang kepala dengan tangan, mempunyai (masalah, utang, dll.), ...","抱く【いだく】menggendong, merangkul, memeluk, memiliki (sebuah pikiran atau perasaan), memegang, ...",,https://kanjikana.com/id/kanji/抱?jlpt=3,871
候,そうろう,コウ,"iklim, musim, cuaca, tunggu untuk, mengharapkan",天候【てんこう】cuaca,気候【きこう】iklim,,https://kanjikana.com/id/kanji/候?jlpt=3,510
刻,"きざ.む, きざ.み",コク,"mengukir, potong halus, cincang, waktu, ukiran","刻む【きざむ】mencincang, memotong dengan halus, memotong-motong, mengacak, menghancurkan, ...","彫刻【ちょうこく】ukiran, patung","遅刻【ちこく】keterlambatan, terlambat datang",https://kanjikana.com/id/kanji/刻?jlpt=3,866
景,,ケイ,"pemandangan, pandangan","光景【こうけい】pemandangan, tontonan, penglihatan","景気【けいき】kondisi bisnis, pasar, aktivitas ekonomi, iklim ekonomi, masa-masa ekonomi yang baik, ...","風景【ふうけい】pemandangan, bentang alam, penglihatan, TKP (tempat kejadian perkara)",https://kanjikana.com/id/kanji/景?jlpt=3,419
疲,"つか.れる, -づか.れ, つか.らす",ヒ,"lelah, ban",疲れ【つかれ】kelelahan,"疲れる【つかれる】kelelahan, melelahkan, menjadi lelah, merasa lelah, menjadi aus, ...",,https://kanjikana.com/id/kanji/疲?jlpt=3,1263
途,みち,ト,"rute, cara, jalan","用途【ようと】gunakan, layanan, tujuan","中途【ちゅうと】setengah jalan, pertengahan, sebagian jalan, tengah kursus","途端【とたん】baru saja, sama seperti, dalam tindakan, segera setelah, pada saat itu",https://kanjikana.com/id/kanji/途?jlpt=3,717
財,たから,"ザイ, サイ, ゾク","properti, uang, kekayaan, aset","財産【ざいさん】harta, keberuntungan, aset","財布【さいふ】dompet, tas tangan",,https://kanjikana.com/id/kanji/財?jlpt=3,494
更,"さら, さら.に, ふ.ける, ふ.かす",コウ,"menjadi larut, penjaga malam, begadang, tentu saja, perbarui, renovasi, lagi, semakin banyak, lebih lanjut","更ける【ふける】terlambat, untuk maju, memakai","変更【へんこう】perubahan, modifikasi, revisi, amandemen","更に【さらに】selain itu, lagi, setelah semua, semakin banyak, bahkan lebih",https://kanjikana.com/id/kanji/更?jlpt=3,861
老,"お.いる, ふ.ける",ロウ,"orang tua laki-laki, usia tua, menua","老人【ろうじん】orang tua, warga lanjut usia","老い【おい】usia tua, orang tua, tua",,https://kanjikana.com/id/kanji/老?jlpt=3,803
暗,"くら.い, くら.む, くれ.る",アン,"kegelapan, menghilang, bayangan, tidak formal, menggelap, buta","薄暗い【うすぐらい】redup, suram","真っ暗【まっくら】kegelapan total, gelap gulita, masa depan suram, prospek buruk","暗記【あんき】penghafalan, menghafal",https://kanjikana.com/id/kanji/暗?jlpt=3,1040
眠,"ねむ.る, ねむ.い",ミン,"tidur, mati, mengantuk","居眠り【いねむり】mengangguk (saat duduk), tertidur",睡眠【すいみん】tidur,"眠る【ねむる】tidur, mati, beristirahat (dengan tenang), terkubur, tidur (di dalam kubur), ...",https://kanjikana.com/id/kanji/眠?jlpt=3,1315
互,"たが.い, かたみ.に",ゴ,"saling, secara timbal balik, bersama","相互【そうご】saling, resiprokal",お互い【おたがい】satu sama lain,"互い【たがい】saling, satu sama lain",https://kanjikana.com/id/kanji/互?jlpt=3,914
杯,さかずき,ハイ,"takaran cangkir, gelas anggur, gelas, roti panggang","一杯【いっぱい】satu cangkir, satu gelas, satu mangkuk, cangkir penuh, segelas, ...",,,https://kanjikana.com/id/kanji/杯?jlpt=3,1235
雑,"まじ.える, まじ.る","ザツ, ゾウ",bermacam-macam,"雑音【ざつおん】kebisingan, gangguan (misalnya radio), statik, gosip, kritik yang tidak bertanggung jawab","混雑【こんざつ】kemacetan, kecintaan, kerumunan, waktu, kebingungan, ...","複雑【ふくざつ】kompleks, rumit, perasaan campur aduk",https://kanjikana.com/id/kanji/雑?jlpt=3,839
給,"たま.う, たも.う, -たま.え",キュウ,"gaji, upah, hadiah, mengizinkan, hibah, berikan kepada","給与【きゅうよ】membayar, gaji, upah, uang saku, hibah, ...",月給【げっきゅう】gaji bulanan,"給料【きゅうりょう】gaji, upah, membayar",https://kanjikana.com/id/kanji/給?jlpt=3,615
便,たよ.り,"ベン, ビン","kemudahan, fasilitas, tinja, feses, surat, kesempatan","船便【ふなびん】pos laut (kapal), pos laut, layanan feri, layanan pengukus","小便【しょうべん】urin, air seni, kencing, buang air kecil, melanggar kontrak","便所【べんじょ】toilet, kamar kecil, kloset, kamar mandi",https://kanjikana.com/id/kanji/便?jlpt=3,729
御,"おん-, お-, み-","ギョ, ゴ","terhormat, memanipulasi, memerintah","御【ご】awalan kehormatan/sopan/rendah hati, akhiran kehormatan",,,https://kanjikana.com/id/kanji/御?jlpt=3,1087
積,"つ.む, -づ.み, つ.もる, つ.もり",セキ,"volume, produk (x*y), luas area, isi, menumpuk, tumpukan, muat, mengumpulkan","積む【つむ】menumpuk, memuat, mengemas, mendapatkan, mengumpulkan","面積【めんせき】luas, satuan luas, ukuran (tanah), luas lantai","容積【ようせき】kapasitas, volume",https://kanjikana.com/id/kanji/積?jlpt=3,541
洗,あら.う,セン,"cuci, menyelidiki, sonda","手洗い【てあらい】mencuci tangan, baskom, kamar kecil, toilet, pencucian tangan (pakaian, dll.)","洗う【あらう】mencuci, membersihkan, membilas, menyelidiki, membersihkan (hati seseorang), ...","洗濯【せんたく】mencuci, cucian, santai, mengambil jeda",https://kanjikana.com/id/kanji/洗?jlpt=3,1168
港,みなと,コウ,pelabuhan,空港【くうこう】bandara,港【みなと】pelabuhan,,https://kanjikana.com/id/kanji/港?jlpt=3,495
晴,"は.れる, は.れ, は.れ-, -ば.れ, は.らす",セイ,bereskan,"快晴【かいせい】cuaca cerah, cuaca baik",素晴らしい【すばらしい】luar biasa,"晴れる【はれる】menjernihkan, membersihkan, cerah, berhenti hujan, menyegarkan, ...",https://kanjikana.com/id/kanji/晴?jlpt=3,1022
否,"いな, いや",ヒ,"membantah, tidak, tidak ada, menolak, penurunan, tolak","否定【ひてい】penyangkalan, penolakan, operasi NOT",,,https://kanjikana.com/id/kanji/否?jlpt=3,561
陽,ひ,ヨウ,"sinar matahari, prinsip yang, positif, laki-laki, surga, siang hari",太陽【たいよう】matahari,"陽気【ようき】ceria, cuaca, musim, semangat yang",,https://kanjikana.com/id/kanji/陽?jlpt=3,1071
折,"お.る, おり, お.り, -お.り, お.れる","セツ, シャク","lipat, istirahat, patah tulang, membengkokkan, menghasilkan, kirim",骨折【こっせつ】patah tulang,"折る【おる】memecahkan, mematahkan, berhenti, memetik (misalnya, bunga), melipat, ...","折れる【おれる】memecahkan, dipatahkan, memotret, untuk dilipat, menyerah, ...",https://kanjikana.com/id/kanji/折?jlpt=3,962
招,まね.く,ショウ,"mengisyaratkan, undang, panggil, melibatkan",招待【しょうたい】undangan,"招く【まねく】mengundang, bertanya, memanggil, mengisyaratkan seseorang untuk masuk, memberi isyarat kepada, ...",,https://kanjikana.com/id/kanji/招?jlpt=3,840
掛,"か.ける, -か.ける, か.け, -か.け, -が.け, か.かる, -か.かる, -が.かる, か.かり, -が.かり, かかり, -がかり","カイ, ケイ","menggantung, bergantung, tiba di, pajak, tuang","切っ掛け【きっかけ】kesempatan, mulai, isarat, alasan, motif, ...",腰掛ける【こしかける】duduk,"腰掛け【こしかけ】kursi, bangku, pekerjaan sementara saat mencari pekerjaan yang lebih baik atau sampai menikah",https://kanjikana.com/id/kanji/掛?jlpt=3,1027
等,"ひと.しい, など, -ら",トウ,"dll., dan seterusnya, kelas (pertama), kualitas, sama, serupa","高等【こうとう】kelas atas, kualitas tinggi","等分【とうぶん】pembagian menjadi bagian yang sama besar, bagian yang sama","等しい【ひとしい】sama, identik, tidak berbeda (dari), seperti, setara",https://kanjikana.com/id/kanji/等?jlpt=3,798
吹,ふ.く,スイ,"tiup, bernafas, mengembus, mengeluarkan, asap",吹雪【ふぶき】badai salju,"吹く【ふく】bertiup, meniup, menghembuskan napas, mengembuskan, bersiul (lagu), ...",,https://kanjikana.com/id/kanji/吹?jlpt=3,1133
努,つと.める,ド,"kerja keras, rajin, sebanyak mungkin","努める【つとめる】berusaha (untuk melakukan), berusaha, berusaha keras, bekerja keras, berusaha, ...","努力【どりょく】upaya, usaha, kerja keras, berusaha",,https://kanjikana.com/id/kanji/努?jlpt=3,749
髪,かみ,ハツ,rambut kepala,"白髪【しらが】rambut putih, rambut uban",髪の毛【かみのけ】rambut,髪【かみ】rambut,https://kanjikana.com/id/kanji/髪?jlpt=3,1474
富,"と.む, とみ","フ, フウ","kekayaan, memperkaya, berlimpah","豊富【ほうふ】melimpah, berlimpah, kaya, cukup",,,https://kanjikana.com/id/kanji/富?jlpt=3,644
欠,"か.ける, か.く","ケツ, ケン","kurang, celah, gagal, menguap radikal (no. 76)","欠陥【けっかん】cacat, kesalahan, kekurangan, celah","欠ける【かける】memotong, untuk ditanam chip, memutuskan, rusak, hilang, ...","欠点【けってん】kesalahan, cacat, titik lemah, kelemahan, kekurangan, ...",https://kanjikana.com/id/kanji/欠?jlpt=3,860
